head,relation,tail
location_10088_4523,hasSolarPotential,255.0
location_13962_5416,produces,solar_energy
location_12521_1154,produces,solar_energy
location_14028_908,produces,solar_energy
location_6302_7150,hasSolarPotential,241.0
location_13580_5361,hasSolarPotential,255.0
location_11341_6286,produces,solar_energy
location_13054_5852,produces,solar_energy
location_6975_3688,produces,solar_energy
location_9901_6272,produces,solar_energy
location_3768_8562,produces,solar_energy
location_2124_8747,produces,solar_energy
location_6756_8803,hasSolarPotential,255.0
location_5162_4387,produces,solar_energy
location_7046_6515,hasSolarPotential,255.0
location_8852_30,hasSolarPotential,255.0
location_9582_6536,produces,solar_energy
location_2821_5388,hasSolarPotential,222.0
location_13135_4894,produces,solar_energy
location_9156_6703,produces,solar_energy
location_9077_1873,produces,solar_energy
location_11244_2548,produces,solar_energy
location_4975_7092,hasSolarPotential,255.0
location_485_563,hasSolarPotential,255.0
location_8700_7225,produces,solar_energy
location_2881_172,produces,solar_energy
location_12412_6812,hasSolarPotential,255.0
location_7908_4684,produces,solar_energy
location_1594_5564,hasSolarPotential,184.0
location_11599_9106,produces,solar_energy
location_9335_2970,hasSolarPotential,255.0
location_644_5288,hasSolarPotential,211.0
location_13497_5522,produces,solar_energy
location_135_1907,produces,solar_energy
location_12259_2733,produces,solar_energy
location_12670_8479,produces,solar_energy
location_5989_7287,produces,solar_energy
location_14157_7953,produces,solar_energy
location_14071_2750,produces,solar_energy
location_2334_7545,hasSolarPotential,255.0
location_8413_7369,produces,solar_energy
location_379_8551,produces,solar_energy
location_9643_1941,hasSolarPotential,255.0
location_2821_1750,hasSolarPotential,245.0
location_2366_6101,hasSolarPotential,215.0
location_8355_3847,hasSolarPotential,255.0
location_2934_9292,produces,solar_energy
location_4309_6677,produces,solar_energy
location_11757_1032,hasSolarPotential,255.0
location_1609_6590,hasSolarPotential,255.0
location_13117_1665,produces,solar_energy
location_13869_4697,produces,solar_energy
location_1875_8101,produces,solar_energy
location_2905_1180,hasSolarPotential,245.0
location_11026_4595,produces,solar_energy
location_13796_6565,produces,solar_energy
location_12552_7386,hasSolarPotential,255.0
location_5368_5994,hasSolarPotential,196.0
location_8236_1200,produces,solar_energy
location_10349_4713,hasSolarPotential,255.0
location_12780_9394,hasSolarPotential,255.0
location_4485_7125,hasSolarPotential,255.0
location_2786_3834,hasSolarPotential,255.0
location_13865_844,hasSolarPotential,255.0
location_935_8937,hasSolarPotential,255.0
location_10979_6279,produces,solar_energy
location_8594_798,hasSolarPotential,255.0
location_3363_8292,hasSolarPotential,255.0
location_12735_2342,produces,solar_energy
location_9681_5511,hasSolarPotential,255.0
location_9160_7406,produces,solar_energy
location_7157_7306,produces,solar_energy
location_12868_7318,produces,solar_energy
location_7515_7017,hasSolarPotential,255.0
location_2601_6414,hasSolarPotential,216.0
location_11644_6850,hasSolarPotential,242.0
location_9539_896,produces,solar_energy
location_14122_6393,produces,solar_energy
location_7695_3709,hasSolarPotential,255.0
location_8535_7394,hasSolarPotential,232.0
location_5434_1530,hasSolarPotential,255.0
location_6276_6778,produces,solar_energy
location_8539_1376,hasSolarPotential,255.0
location_4285_3804,produces,solar_energy
location_1797_3488,produces,solar_energy
location_9842_1524,hasSolarPotential,255.0
location_7877_3021,produces,solar_energy
location_7345_4220,produces,solar_energy
location_784_6178,hasSolarPotential,255.0
location_3537_1806,produces,solar_energy
location_9365_1093,produces,solar_energy
location_7287_2583,produces,solar_energy
location_3813_1131,hasSolarPotential,255.0
location_368_8150,produces,solar_energy
location_8407_1360,produces,solar_energy
location_2354_4843,produces,solar_energy
location_2136_2604,hasSolarPotential,204.0
location_8951_2977,hasSolarPotential,255.0
location_2446_7779,hasSolarPotential,255.0
location_7184_3852,produces,solar_energy
location_7554_307,produces,solar_energy
location_3844_5727,produces,solar_energy
location_11906_5144,produces,solar_energy
location_7029_1073,hasSolarPotential,255.0
location_13259_5521,produces,solar_energy
location_4895_3063,produces,solar_energy
location_5291_5723,produces,solar_energy
location_1929_1982,produces,solar_energy
location_72_6970,hasSolarPotential,255.0
location_9901_2686,hasSolarPotential,255.0
location_8284_2223,produces,solar_energy
location_12618_7321,hasSolarPotential,255.0
location_6182_8613,produces,solar_energy
location_311_4120,hasSolarPotential,255.0
location_1411_2315,produces,solar_energy
location_13177_4075,produces,solar_energy
location_13714_6949,hasSolarPotential,255.0
location_11109_3734,hasSolarPotential,255.0
location_12557_2551,hasSolarPotential,255.0
location_11918_4341,produces,solar_energy
location_5611_6404,hasSolarPotential,249.0
location_494_3584,produces,solar_energy
location_1088_4604,produces,solar_energy
location_4316_5560,hasSolarPotential,250.0
location_1580_2958,hasSolarPotential,255.0
location_11501_6649,hasSolarPotential,242.0
location_6740_3736,hasSolarPotential,255.0
location_13451_5659,produces,solar_energy
location_2783_1631,hasSolarPotential,245.0
location_9109_4285,hasSolarPotential,255.0
location_12891_903,produces,solar_energy
location_6902_6668,produces,solar_energy
location_5778_942,hasSolarPotential,255.0
location_14170_2945,produces,solar_energy
location_5576_9065,produces,solar_energy
location_9348_9046,hasSolarPotential,255.0
location_11623_948,hasSolarPotential,159.0
location_9050_220,produces,solar_energy
location_12956_6682,produces,solar_energy
location_5015_3089,hasSolarPotential,255.0
location_4578_4325,produces,solar_energy
location_3771_6728,produces,solar_energy
location_10998_516,produces,solar_energy
location_12579_7443,hasSolarPotential,255.0
location_5733_1059,hasSolarPotential,255.0
location_9250_7941,hasSolarPotential,241.0
location_5199_1219,produces,solar_energy
location_1588_3155,hasSolarPotential,245.0
location_10752_4238,hasSolarPotential,255.0
location_826_7558,produces,solar_energy
location_5025_6187,hasSolarPotential,228.0
location_13023_5027,hasSolarPotential,252.0
location_2789_8525,produces,solar_energy
location_5296_6766,produces,solar_energy
location_10339_5559,hasSolarPotential,255.0
location_12674_627,produces,solar_energy
location_4435_7525,hasSolarPotential,255.0
location_1822_5305,hasSolarPotential,218.0
location_8885_4652,hasSolarPotential,255.0
location_9858_1427,produces,solar_energy
location_8082_3577,hasSolarPotential,255.0
location_13382_345,produces,solar_energy
location_7325_11,hasSolarPotential,255.0
location_977_3192,produces,solar_energy
location_11571_5316,produces,solar_energy
location_9484_5334,produces,solar_energy
location_4371_1710,produces,solar_energy
location_9491_3306,hasSolarPotential,255.0
location_10717_3906,hasSolarPotential,255.0
location_6081_3232,hasSolarPotential,255.0
location_8093_7876,hasSolarPotential,229.0
location_1641_2936,hasSolarPotential,255.0
location_8464_8611,hasSolarPotential,237.0
location_6634_6091,produces,solar_energy
location_3743_7711,produces,solar_energy
location_1341_3984,produces,solar_energy
location_2553_5240,hasSolarPotential,199.0
location_3638_5088,hasSolarPotential,210.0
location_8411_3232,produces,solar_energy
location_10560_4689,produces,solar_energy
location_174_704,hasSolarPotential,255.0
location_6243_3210,hasSolarPotential,255.0
location_5993_9387,hasSolarPotential,255.0
location_9494_9391,produces,solar_energy
location_3215_2048,hasSolarPotential,245.0
location_7865_4931,hasSolarPotential,255.0
location_9024_1669,hasSolarPotential,255.0
location_11900_7332,hasSolarPotential,255.0
location_1739_7250,produces,solar_energy
location_3763_5916,produces,solar_energy
location_1394_1319,produces,solar_energy
location_8450_7076,hasSolarPotential,255.0
location_9564_7978,produces,solar_energy
location_4405_3449,produces,solar_energy
location_3895_6420,produces,solar_energy
location_13713_4396,produces,solar_energy
location_1469_298,hasSolarPotential,255.0
location_9154_6231,produces,solar_energy
location_7326_5644,hasSolarPotential,255.0
location_5306_54,produces,solar_energy
location_14049_2300,hasSolarPotential,255.0
location_13301_7388,hasSolarPotential,255.0
location_3470_346,hasSolarPotential,255.0
location_817_2023,produces,solar_energy
location_12106_6679,produces,solar_energy
location_6494_4140,hasSolarPotential,255.0
location_8919_4325,produces,solar_energy
location_9064_5488,produces,solar_energy
location_14132_1134,hasSolarPotential,255.0
location_9428_1397,produces,solar_energy
location_8084_2994,hasSolarPotential,255.0
location_5062_4575,hasSolarPotential,255.0
location_3919_3351,hasSolarPotential,255.0
location_2073_2242,produces,solar_energy
location_9946_3054,produces,solar_energy
location_5034_8730,hasSolarPotential,255.0
location_2293_2871,produces,solar_energy
location_526_3422,produces,solar_energy
location_10178_9064,produces,solar_energy
location_3688_6558,hasSolarPotential,255.0
location_10221_644,hasSolarPotential,255.0
location_3350_1166,produces,solar_energy
location_5325_6820,hasSolarPotential,255.0
location_351_972,produces,solar_energy
location_13456_6282,produces,solar_energy
location_11206_8525,hasSolarPotential,255.0
location_3163_8827,produces,solar_energy
location_1738_3719,produces,solar_energy
location_176_3903,hasSolarPotential,255.0
location_5166_7031,hasSolarPotential,255.0
location_10769_1803,hasSolarPotential,255.0
location_4235_5141,hasSolarPotential,250.0
location_7659_3571,produces,solar_energy
location_11494_239,produces,solar_energy
location_5132_5335,hasSolarPotential,255.0
location_8889_2425,produces,solar_energy
location_9431_4032,hasSolarPotential,255.0
location_12941_2870,produces,solar_energy
location_1432_7158,produces,solar_energy
location_11038_1786,produces,solar_energy
location_12116_3550,produces,solar_energy
location_5187_8742,hasSolarPotential,255.0
location_5130_4510,hasSolarPotential,255.0
location_12454_5629,produces,solar_energy
location_6607_8966,produces,solar_energy
location_6352_1340,hasSolarPotential,255.0
location_13993_3017,produces,solar_energy
location_12046_7421,produces,solar_energy
location_12634_737,hasSolarPotential,255.0
location_10067_1845,produces,solar_energy
location_8887_5330,hasSolarPotential,255.0
location_5443_4717,produces,solar_energy
location_5166_2078,hasSolarPotential,255.0
location_8020_8595,hasSolarPotential,255.0
location_6435_4506,produces,solar_energy
location_12475_1759,produces,solar_energy
location_5167_2351,produces,solar_energy
location_1345_7843,hasSolarPotential,255.0
location_4440_5547,hasSolarPotential,245.0
location_5311_7978,hasSolarPotential,255.0
location_491_6937,produces,solar_energy
location_1_8833,hasSolarPotential,255.0
location_4528_6608,hasSolarPotential,255.0
location_1617_1226,produces,solar_energy
location_12712_1731,hasSolarPotential,255.0
location_12706_6570,hasSolarPotential,255.0
location_10291_4870,hasSolarPotential,255.0
location_7879_5874,hasSolarPotential,255.0
location_5544_6270,hasSolarPotential,250.0
location_8740_5407,hasSolarPotential,255.0
location_4075_2620,hasSolarPotential,255.0
location_11340_6353,produces,solar_energy
location_9262_5395,produces,solar_energy
location_13008_8828,hasSolarPotential,255.0
location_1962_2589,produces,solar_energy
location_8716_8404,hasSolarPotential,251.0
location_6149_6685,hasSolarPotential,229.0
location_163_4869,produces,solar_energy
location_7241_4473,produces,solar_energy
location_7993_3584,hasSolarPotential,255.0
location_919_9261,produces,solar_energy
location_7152_1091,produces,solar_energy
location_10437_2746,hasSolarPotential,255.0
location_1096_2735,produces,solar_energy
location_10609_7314,hasSolarPotential,221.0
location_8069_4215,hasSolarPotential,255.0
location_10741_4411,produces,solar_energy
location_2164_8258,hasSolarPotential,255.0
location_577_3076,hasSolarPotential,255.0
location_9428_1832,hasSolarPotential,255.0
location_11842_162,hasSolarPotential,255.0
location_8297_5657,hasSolarPotential,255.0
location_9785_486,hasSolarPotential,255.0
location_2754_6025,hasSolarPotential,215.0
location_7646_2879,hasSolarPotential,255.0
location_4488_4446,produces,solar_energy
location_5853_8034,produces,solar_energy
location_10342_6474,produces,solar_energy
location_12737_8790,produces,solar_energy
location_5419_8628,produces,solar_energy
location_479_447,produces,solar_energy
location_14122_8345,produces,solar_energy
location_4010_1599,produces,solar_energy
location_6658_7259,hasSolarPotential,243.0
location_10967_1052,hasSolarPotential,255.0
location_4334_9187,produces,solar_energy
location_3890_7295,hasSolarPotential,255.0
location_9428_1397,hasSolarPotential,255.0
location_621_9077,produces,solar_energy
location_5312_4306,hasSolarPotential,255.0
location_13694_743,produces,solar_energy
location_10522_3430,produces,solar_energy
location_11765_134,hasSolarPotential,255.0
location_534_6005,hasSolarPotential,255.0
location_1128_4508,hasSolarPotential,141.0
location_10489_8851,produces,solar_energy
location_9178_8014,produces,solar_energy
location_6119_7248,produces,solar_energy
location_12181_2483,hasSolarPotential,255.0
location_11125_3807,produces,solar_energy
location_13676_2429,hasSolarPotential,255.0
location_6311_842,hasSolarPotential,255.0
location_13031_5211,produces,solar_energy
location_12548_5608,produces,solar_energy
location_3904_6437,hasSolarPotential,255.0
location_8499_4098,hasSolarPotential,255.0
location_8617_478,hasSolarPotential,255.0
location_5194_8871,produces,solar_energy
location_11322_2184,produces,solar_energy
location_10387_3699,hasSolarPotential,255.0
location_6220_7658,produces,solar_energy
location_5041_5534,hasSolarPotential,255.0
location_257_8887,hasSolarPotential,255.0
location_8666_3892,hasSolarPotential,255.0
location_12406_8507,produces,solar_energy
location_1802_1321,hasSolarPotential,255.0
location_10144_4196,produces,solar_energy
location_2823_6420,hasSolarPotential,215.0
location_7037_6905,hasSolarPotential,255.0
location_11322_7534,hasSolarPotential,227.0
location_9758_7521,produces,solar_energy
location_10066_1825,produces,solar_energy
location_438_4387,produces,solar_energy
location_10685_6615,hasSolarPotential,224.0
location_10124_8737,hasSolarPotential,218.0
location_11407_7252,hasSolarPotential,227.0
location_10793_1560,produces,solar_energy
location_3068_5607,hasSolarPotential,217.0
location_12691_1995,produces,solar_energy
location_10392_8950,produces,solar_energy
location_7679_6101,produces,solar_energy
location_10019_8459,produces,solar_energy
location_13850_2504,hasSolarPotential,255.0
location_5323_9316,hasSolarPotential,255.0
location_12864_8896,hasSolarPotential,255.0
location_2491_1489,hasSolarPotential,206.0
location_6491_7237,hasSolarPotential,250.0
location_10883_8410,produces,solar_energy
location_11899_2719,produces,solar_energy
location_435_7346,hasSolarPotential,255.0
location_2834_2604,produces,solar_energy
location_779_2576,produces,solar_energy
location_13797_1714,produces,solar_energy
location_8954_6922,hasSolarPotential,255.0
location_9059_7617,hasSolarPotential,228.0
location_2572_8899,hasSolarPotential,255.0
location_9798_3847,hasSolarPotential,255.0
location_3531_7491,hasSolarPotential,255.0
location_3363_8292,produces,solar_energy
location_776_1187,hasSolarPotential,240.0
location_1996_4972,hasSolarPotential,155.0
location_13067_7585,produces,solar_energy
location_659_1464,produces,solar_energy
location_4967_2807,hasSolarPotential,255.0
location_4010_2436,hasSolarPotential,255.0
location_6587_5931,hasSolarPotential,255.0
location_13184_9251,hasSolarPotential,255.0
location_3954_7287,produces,solar_energy
location_3465_3375,hasSolarPotential,255.0
location_2829_777,hasSolarPotential,245.0
location_3367_3861,hasSolarPotential,255.0
location_9352_9293,hasSolarPotential,255.0
location_8101_8095,produces,solar_energy
location_232_4429,hasSolarPotential,255.0
location_3586_7308,hasSolarPotential,255.0
location_12203_8716,hasSolarPotential,255.0
location_13039_6002,hasSolarPotential,255.0
location_7364_4685,produces,solar_energy
location_111_1686,hasSolarPotential,255.0
location_13941_9301,produces,solar_energy
location_12437_1253,produces,solar_energy
location_2683_4510,hasSolarPotential,255.0
location_3943_6393,hasSolarPotential,255.0
location_1658_8386,produces,solar_energy
location_2754_7529,produces,solar_energy
location_12515_2504,produces,solar_energy
location_7003_1771,produces,solar_energy
location_4587_296,produces,solar_energy
location_9195_2373,produces,solar_energy
location_11710_6115,produces,solar_energy
location_881_6205,produces,solar_energy
location_5410_3736,produces,solar_energy
location_12330_4646,produces,solar_energy
location_10515_6547,produces,solar_energy
location_22_2186,hasSolarPotential,255.0
location_12254_4033,hasSolarPotential,255.0
location_10872_2967,produces,solar_energy
location_10662_3028,produces,solar_energy
location_11149_3461,produces,solar_energy
location_5881_2547,produces,solar_energy
location_3132_4372,hasSolarPotential,255.0
location_9714_5062,produces,solar_energy
location_6974_4116,hasSolarPotential,255.0
location_3832_2748,hasSolarPotential,255.0
location_5600_5689,produces,solar_energy
location_9862_6962,hasSolarPotential,255.0
location_7403_1167,hasSolarPotential,255.0
location_11352_3368,produces,solar_energy
location_11302_5883,hasSolarPotential,255.0
location_10241_1912,produces,solar_energy
location_2974_2227,hasSolarPotential,245.0
location_10823_8596,hasSolarPotential,255.0
location_12838_1283,hasSolarPotential,255.0
location_3923_8844,hasSolarPotential,255.0
location_10189_5029,hasSolarPotential,255.0
location_4885_6938,produces,solar_energy
location_5727_8939,produces,solar_energy
location_10443_6558,produces,solar_energy
location_13459_7268,produces,solar_energy
location_9707_4018,hasSolarPotential,255.0
location_1207_869,hasSolarPotential,255.0
location_2412_6925,hasSolarPotential,225.0
location_4699_3108,hasSolarPotential,255.0
location_9139_5027,produces,solar_energy
location_13026_5787,hasSolarPotential,255.0
location_103_2970,produces,solar_energy
location_9864_1732,produces,solar_energy
location_7599_2242,produces,solar_energy
location_12994_6549,produces,solar_energy
location_7857_6184,hasSolarPotential,255.0
location_926_1543,produces,solar_energy
location_3308_2480,produces,solar_energy
location_12081_9263,hasSolarPotential,255.0
location_11863_102,hasSolarPotential,255.0
location_12107_3693,hasSolarPotential,255.0
location_10721_5736,produces,solar_energy
location_10559_8607,produces,solar_energy
location_12237_1897,produces,solar_energy
location_7016_3930,hasSolarPotential,255.0
location_3994_2280,hasSolarPotential,255.0
location_10260_5844,produces,solar_energy
location_3241_5616,produces,solar_energy
location_6859_3223,produces,solar_energy
location_5479_7489,hasSolarPotential,255.0
location_10921_4336,hasSolarPotential,255.0
location_168_3839,hasSolarPotential,255.0
location_10314_6372,produces,solar_energy
location_5127_1758,produces,solar_energy
location_4824_64,produces,solar_energy
location_2957_1067,hasSolarPotential,245.0
location_11512_900,produces,solar_energy
location_3545_3608,hasSolarPotential,255.0
location_7043_3561,produces,solar_energy
location_13635_3212,produces,solar_energy
location_5183_309,hasSolarPotential,7.0
location_8436_6436,produces,solar_energy
location_278_8280,produces,solar_energy
location_7797_9081,hasSolarPotential,255.0
location_8154_4555,hasSolarPotential,255.0
location_13929_4939,hasSolarPotential,255.0
location_4023_7553,produces,solar_energy
location_11301_8545,produces,solar_energy
location_2065_4209,hasSolarPotential,250.0
location_820_1412,hasSolarPotential,255.0
location_11205_2615,produces,solar_energy
location_7147_6318,produces,solar_energy
location_5977_2414,produces,solar_energy
location_7700_8183,produces,solar_energy
location_1881_2850,produces,solar_energy
location_11092_5275,hasSolarPotential,255.0
location_5183_1314,produces,solar_energy
location_2447_5805,hasSolarPotential,64.0
location_12714_12,produces,solar_energy
location_3943_5587,hasSolarPotential,245.0
location_8889_2425,hasSolarPotential,255.0
location_4223_2258,produces,solar_energy
location_7935_1418,produces,solar_energy
location_8677_5238,produces,solar_energy
location_3624_8723,produces,solar_energy
location_585_8034,hasSolarPotential,255.0
location_12375_3212,hasSolarPotential,255.0
location_8967_2161,produces,solar_energy
location_167_3361,hasSolarPotential,255.0
location_1438_7977,produces,solar_energy
location_13796_6565,hasSolarPotential,255.0
location_759_9237,hasSolarPotential,255.0
location_6334_1744,produces,solar_energy
location_667_68,produces,solar_energy
location_12851_5107,hasSolarPotential,252.0
location_14064_7966,produces,solar_energy
location_1194_3947,hasSolarPotential,227.0
location_4286_2001,produces,solar_energy
location_2779_6643,produces,solar_energy
location_13758_501,produces,solar_energy
location_12648_4807,produces,solar_energy
location_1739_7250,hasSolarPotential,255.0
location_11660_50,produces,solar_energy
location_10640_3357,produces,solar_energy
location_807_2540,produces,solar_energy
location_11772_374,hasSolarPotential,255.0
location_12206_2543,hasSolarPotential,255.0
location_6571_2644,produces,solar_energy
location_10148_8311,produces,solar_energy
location_33_9212,hasSolarPotential,255.0
location_1926_3301,produces,solar_energy
location_2116_6968,produces,solar_energy
location_4666_4530,hasSolarPotential,255.0
location_4141_7646,hasSolarPotential,255.0
location_2096_1174,hasSolarPotential,255.0
location_12247_2957,produces,solar_energy
location_10934_1200,hasSolarPotential,255.0
location_12122_2557,produces,solar_energy
location_5253_7456,produces,solar_energy
location_7596_6343,produces,solar_energy
location_1505_5567,hasSolarPotential,163.0
location_7309_3964,hasSolarPotential,255.0
location_8453_8736,hasSolarPotential,255.0
location_2235_7715,hasSolarPotential,255.0
location_11079_9114,hasSolarPotential,255.0
location_1795_5772,hasSolarPotential,216.0
location_13272_4637,hasSolarPotential,255.0
location_55_8382,hasSolarPotential,255.0
location_13006_9222,hasSolarPotential,255.0
location_3202_7754,produces,solar_energy
location_7229_344,produces,solar_energy
location_9753_1480,hasSolarPotential,255.0
location_11670_4955,produces,solar_energy
location_4017_2586,produces,solar_energy
location_7796_8345,hasSolarPotential,223.0
location_8730_4219,hasSolarPotential,255.0
location_2749_6149,produces,solar_energy
location_6510_4537,produces,solar_energy
location_6830_3140,produces,solar_energy
location_12052_6764,hasSolarPotential,255.0
location_6727_7082,hasSolarPotential,239.0
location_6082_4542,produces,solar_energy
location_13152_7900,produces,solar_energy
location_5411_6758,produces,solar_energy
location_5537_7490,hasSolarPotential,255.0
location_10002_3967,hasSolarPotential,255.0
location_155_1812,produces,solar_energy
location_10825_783,produces,solar_energy
location_3432_7075,hasSolarPotential,255.0
location_95_7624,hasSolarPotential,255.0
location_14107_8531,hasSolarPotential,255.0
location_4864_2767,hasSolarPotential,255.0
location_9454_6581,produces,solar_energy
location_12359_3709,hasSolarPotential,255.0
location_12618_347,hasSolarPotential,255.0
location_8088_75,hasSolarPotential,255.0
location_4083_7503,produces,solar_energy
location_10965_4918,hasSolarPotential,255.0
location_3814_5410,produces,solar_energy
location_13933_6594,produces,solar_energy
location_1951_8649,hasSolarPotential,255.0
location_12250_5059,hasSolarPotential,255.0
location_2103_4442,produces,solar_energy
location_3492_6438,hasSolarPotential,255.0
location_1467_2401,hasSolarPotential,255.0
location_1876_6256,hasSolarPotential,220.0
location_9338_2514,produces,solar_energy
location_10035_94,produces,solar_energy
location_457_5558,hasSolarPotential,255.0
location_11638_6556,hasSolarPotential,227.0
location_424_29,hasSolarPotential,255.0
location_13681_7834,produces,solar_energy
location_12512_4632,produces,solar_energy
location_1830_204,hasSolarPotential,255.0
location_694_8157,produces,solar_energy
location_11496_1345,produces,solar_energy
location_4331_3477,produces,solar_energy
location_11126_55,produces,solar_energy
location_13900_3783,produces,solar_energy
location_12460_9403,produces,solar_energy
location_4140_5939,produces,solar_energy
location_7849_2027,hasSolarPotential,255.0
location_12567_1494,produces,solar_energy
location_8008_6690,hasSolarPotential,255.0
location_1754_6917,produces,solar_energy
location_5030_2480,produces,solar_energy
location_10514_1452,hasSolarPotential,255.0
location_1858_8296,hasSolarPotential,255.0
location_11953_2799,hasSolarPotential,255.0
location_9578_1500,produces,solar_energy
location_3279_6646,produces,solar_energy
location_2682_985,hasSolarPotential,212.0
location_11580_1484,produces,solar_energy
location_4481_6301,hasSolarPotential,255.0
location_7077_5023,hasSolarPotential,255.0
location_7700_1192,hasSolarPotential,255.0
location_12338_7588,produces,solar_energy
location_12665_3650,produces,solar_energy
location_11332_6153,hasSolarPotential,64.0
location_14035_1563,hasSolarPotential,255.0
location_9909_6638,hasSolarPotential,255.0
location_80_5018,hasSolarPotential,255.0
location_5132_4173,produces,solar_energy
location_275_8483,hasSolarPotential,255.0
location_7274_8657,produces,solar_energy
location_13720_8925,hasSolarPotential,255.0
location_4099_7526,produces,solar_energy
location_9070_3745,produces,solar_energy
location_8997_8737,produces,solar_energy
location_702_1218,produces,solar_energy
location_5933_1557,hasSolarPotential,255.0
location_12723_1242,hasSolarPotential,255.0
location_13915_162,produces,solar_energy
location_2058_7598,hasSolarPotential,255.0
location_6374_7844,produces,solar_energy
location_11862_7980,produces,solar_energy
location_1956_4117,hasSolarPotential,244.0
location_7516_4775,hasSolarPotential,255.0
location_3990_8317,hasSolarPotential,255.0
location_1974_3108,produces,solar_energy
location_5166_6239,produces,solar_energy
location_8621_4632,hasSolarPotential,255.0
location_8831_7453,produces,solar_energy
location_11929_2928,hasSolarPotential,255.0
location_7610_1069,produces,solar_energy
location_10214_1963,hasSolarPotential,255.0
location_13078_8161,produces,solar_energy
location_5292_6023,hasSolarPotential,216.0
location_12893_8102,produces,solar_energy
location_4470_3054,hasSolarPotential,255.0
location_10282_1622,produces,solar_energy
location_3314_7484,hasSolarPotential,255.0
location_9538_5265,produces,solar_energy
location_10571_8322,hasSolarPotential,190.0
location_12703_7212,hasSolarPotential,255.0
location_11822_6534,produces,solar_energy
location_12994_6549,hasSolarPotential,255.0
location_12576_7380,produces,solar_energy
location_7860_8544,produces,solar_energy
location_4123_2414,produces,solar_energy
location_908_246,hasSolarPotential,255.0
location_4934_7790,hasSolarPotential,255.0
location_5769_8366,hasSolarPotential,255.0
location_9135_4406,produces,solar_energy
location_12530_7469,hasSolarPotential,255.0
location_1796_8114,produces,solar_energy
location_659_1593,produces,solar_energy
location_10522_6584,hasSolarPotential,222.0
location_13049_1597,produces,solar_energy
location_1460_8959,produces,solar_energy
location_8824_2376,produces,solar_energy
location_4545_8018,hasSolarPotential,255.0
location_2087_2356,produces,solar_energy
location_11154_4463,hasSolarPotential,255.0
location_1112_636,produces,solar_energy
location_1622_5094,hasSolarPotential,182.0
location_4397_5745,produces,solar_energy
location_6777_2284,hasSolarPotential,255.0
location_11445_3627,produces,solar_energy
location_5140_1265,hasSolarPotential,255.0
location_12913_1977,produces,solar_energy
location_10514_1694,hasSolarPotential,255.0
location_12664_8074,produces,solar_energy
location_2873_4675,hasSolarPotential,255.0
location_13724_3270,produces,solar_energy
location_7225_4106,produces,solar_energy
location_10032_8138,hasSolarPotential,244.0
location_3815_3186,hasSolarPotential,255.0
location_14084_1764,produces,solar_energy
location_8955_7827,hasSolarPotential,209.0
location_3695_6478,hasSolarPotential,255.0
location_7884_1130,hasSolarPotential,255.0
location_3495_2847,hasSolarPotential,255.0
location_6218_6187,produces,solar_energy
location_13557_4700,produces,solar_energy
location_11283_7748,produces,solar_energy
location_6223_4373,hasSolarPotential,255.0
location_2657_1911,produces,solar_energy
location_8654_4373,hasSolarPotential,255.0
location_8256_4680,produces,solar_energy
location_12605_5316,produces,solar_energy
location_13610_8650,hasSolarPotential,255.0
location_12912_7497,produces,solar_energy
location_5293_148,hasSolarPotential,255.0
location_11120_961,hasSolarPotential,255.0
location_8886_7239,produces,solar_energy
location_11807_3236,hasSolarPotential,255.0
location_5647_1728,hasSolarPotential,255.0
location_1761_7279,produces,solar_energy
location_2181_7969,hasSolarPotential,255.0
location_8310_6144,hasSolarPotential,255.0
location_3628_5147,hasSolarPotential,228.0
location_1593_4817,produces,solar_energy
location_9941_1846,produces,solar_energy
location_11470_8950,hasSolarPotential,255.0
location_2702_163,hasSolarPotential,255.0
location_2571_4833,produces,solar_energy
location_5619_4808,hasSolarPotential,255.0
location_2739_7135,produces,solar_energy
location_10894_9378,hasSolarPotential,255.0
location_10903_5091,produces,solar_energy
location_5861_8567,produces,solar_energy
location_10207_9267,hasSolarPotential,255.0
location_5589_3266,hasSolarPotential,255.0
location_4133_161,hasSolarPotential,255.0
location_10603_7608,hasSolarPotential,207.0
location_1408_4940,hasSolarPotential,179.0
location_4687_3138,hasSolarPotential,255.0
location_9689_2853,produces,solar_energy
location_11841_3645,produces,solar_energy
location_4878_1080,produces,solar_energy
location_1524_5348,hasSolarPotential,210.0
location_8919_4371,produces,solar_energy
location_13885_7539,produces,solar_energy
location_2809_1856,hasSolarPotential,245.0
location_6994_2716,produces,solar_energy
location_11430_3244,hasSolarPotential,255.0
location_2906_6118,hasSolarPotential,215.0
location_12416_6687,produces,solar_energy
location_11632_6993,produces,solar_energy
location_2982_7329,produces,solar_energy
location_4890_6431,hasSolarPotential,255.0
location_3169_8141,hasSolarPotential,255.0
location_10093_3103,produces,solar_energy
location_10070_1151,hasSolarPotential,255.0
location_12315_8612,hasSolarPotential,255.0
location_9853_610,hasSolarPotential,255.0
location_10986_6677,produces,solar_energy
location_274_2359,produces,solar_energy
location_13019_236,hasSolarPotential,255.0
location_9789_8737,produces,solar_energy
location_4026_3879,hasSolarPotential,255.0
location_12144_7759,hasSolarPotential,255.0
location_11154_4170,produces,solar_energy
location_6898_8918,hasSolarPotential,255.0
location_8738_823,hasSolarPotential,255.0
location_1145_5306,hasSolarPotential,106.0
location_5730_7946,hasSolarPotential,255.0
